22/12/2025 23:27|KA01AB1234|80.0|240.0
22/12/2025 23:48|KA01AB1234|80.0|240.0
22/12/2025 23:48|KA03MN4321|100.0|400.0
22/12/2025 23:48|KA02XY5678|120.0|30.0
22/12/2025 23:55|KA01AB1234|80.0|160.0
22/12/2025 23:55|KA03MN4321|80.0|320.0
22/12/2025 23:55|KA04PQ9876|80.0|120.0
22/12/2025 23:55|KA05XY1111|80.0|20.0
22/12/2025 23:55|KA06AB2222|80.0|170.0
22/12/2025 23:55|KA07CD3333|80.0|320.0
22/12/2025 23:55|KA08EF4444|80.0|270.0
22/12/2025 23:55|KA09GH5555|80.0|520.0
22/12/2025 23:55|KA10IJ6666|80.0|370.0
23/12/2025 00:07|KA01AB1234|40.0|120.0
23/12/2025 00:07|KA03MN4321|40.0|280.0
23/12/2025 00:07|KA04PQ9876|80.0|40.0
23/12/2025 00:07|KA06AB2222|120.0|50.0
23/12/2025 00:07|KA07CD3333|80.0|240.0
23/12/2025 00:08|KA08EF4444|120.0|150.0
23/12/2025 00:08|KA09GH5555|150.0|370.0
23/12/2025 00:08|KA10IJ6666|40.0|330.0
23/12/2025 00:42|KA01AB1234|80.0|240.0
23/12/2025 00:43|KA02XY5678|150.0|0.0
23/12/2025 00:43|KA03MN4321|40.0|460.0
23/12/2025 00:43|KA04PQ9876|120.0|80.0
23/12/2025 00:43|KA05XY1111|80.0|20.0
23/12/2025 00:43|KA06AB2222|40.0|210.0
23/12/2025 00:43|KA07CD3333|40.0|360.0
23/12/2025 00:43|KA08EF4444|150.0|200.0
23/12/2025 00:43|KA09GH5555|120.0|480.0
23/12/2025 00:43|KA10IJ6666|80.0|370.0
23/12/2025 12:02|KA01AB1234|80.0|160.0
23/12/2025 12:02|KA03MN4321|40.0|420.0
23/12/2025 12:02|KA06AB2222|40.0|170.0
23/12/2025 12:02|KA07CD3333|40.0|320.0
23/12/2025 12:02|KA08EF4444|150.0|50.0
23/12/2025 12:02|KA09GH5555|120.0|360.0
23/12/2025 12:02|KA01AB1234|80.0|160.0
23/12/2025 12:02|KA03MN4321|40.0|420.0
23/12/2025 12:02|KA06AB2222|40.0|170.0
23/12/2025 12:02|KA07CD3333|40.0|320.0
23/12/2025 12:02|KA08EF4444|150.0|50.0
23/12/2025 12:02|KA09GH5555|120.0|360.0
23/12/2025 12:03|KA10IJ6666|80.0|290.0
23/12/2025 12:03|KA10IJ6666|80.0|210.0
23/12/2025 16:59|KA01AB1234|80.0|80.0
23/12/2025 16:59|KA03MN4321|40.0|380.0
23/12/2025 16:59|KA06AB2222|40.0|130.0
23/12/2025 16:59|KA07CD3333|40.0|280.0
23/12/2025 16:59|KA09GH5555|120.0|240.0
23/12/2025 16:59|KA10IJ6666|80.0|210.0
23/12/2025 17:05|KA01AB1234|80.0|0.0
23/12/2025 17:05|KA03MN4321|40.0|340.0
23/12/2025 17:05|KA06AB2222|40.0|90.0
23/12/2025 17:05|KA07CD3333|40.0|240.0
23/12/2025 17:05|KA09GH5555|120.0|120.0
23/12/2025 17:05|KA10IJ6666|80.0|130.0
23/12/2025 17:06|KA01AB1234|80.0|0.0
23/12/2025 17:06|KA03MN4321|40.0|340.0
23/12/2025 17:06|KA06AB2222|40.0|90.0
23/12/2025 17:06|KA07CD3333|40.0|240.0
23/12/2025 17:06|KA09GH5555|120.0|120.0
23/12/2025 17:06|KA10IJ6666|80.0|130.0
23/12/2025 17:13|KA03MN4321|40.0|300.0
23/12/2025 17:13|KA06AB2222|40.0|50.0
23/12/2025 17:13|KA07CD3333|40.0|200.0
23/12/2025 17:13|KA09GH5555|120.0|0.0
23/12/2025 17:13|KA10IJ6666|80.0|50.0
23/12/2025 17:15|KA01AB1234|80.0|4420.0
23/12/2025 17:15|KA02XY5678|150.0|1850.0
23/12/2025 17:15|KA03MN4321|40.0|2960.0
